county_desc	election_date	stats_type	precinct_abbrv	vtd_abbrv	party_cd	race_code	ethnic_code	sex_code	age	total_voters	update_date
NEW HANOVER	11/03/2020	voter	FP08	FP02	DEM	A	UN	M	Age 41 - 65	1	
LINCOLN	11/03/2020	voter	HC33	HV07	LIB	U	UN	U	Age 26 - 40	2	
STOKES	11/03/2020	voter	09	09	UNA	U	UN	F	Age 18 - 25	8	
DAVIE	11/03/2020	voter	04	04	DEM	B	NL	M	Age Over 66	7	
DURHAM	11/03/2020	voter	05	05	DEM	W	UN	M	Age 41 - 65	9	
WAKE	11/03/2020	voter	19-09	19-09	DEM	U	UN	F	Age 41 - 65	9	
CABARRUS	11/03/2020	voter	04-01	04-01	UNA	U	UN	F	Age 26 - 40	5	
WAKE	11/03/2020	voter	16-09	16-09	REP	U	UN	U	Age Over 66	6	
ANSON	11/03/2020	voter	LILE	LILE	REP	U	UN	M	Age Over 66	2	
STANLY	11/03/2020	voter	0024	0024	REP	W	UN	M	Age 18 - 25	19	
YANCEY	11/03/2020	voter	09 SOU	09-SOU	DEM	I	NL	F	Age 26 - 40	2	
MECKLENBURG	11/03/2020	voter	015	015	DEM	O	UN	F	Age 18 - 25	1	
ROWAN	11/03/2020	voter	16	16	REP	W	UN	M	Age 41 - 65	33	
WAKE	11/03/2020	voter	16-11	16-08	DEM	W	HL	M	Age 26 - 40	2	
HALIFAX	11/03/2020	voter	RR1-2	RR-2	REP	W	UN	M	Age 18 - 25	1	
GUILFORD	11/03/2020	voter	H06	H06	DEM	O	NL	F	Age Over 66	4	
WILKES	11/03/2020	voter	102	102	UNA	W	UN	M	Age 18 - 25	2	
LINCOLN	11/03/2020	voter	IS20	IS20	DEM	W	UN	M	Age 26 - 40	3	
ASHE	11/03/2020	voter	15	15	UNA	U	UN	M	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	217	217	REP	W	UN	M	Age 41 - 65	18	
MACON	11/03/2020	voter	03	03	UNA	U	NL	M	Age 18 - 25	2	
MECKLENBURG	11/03/2020	voter	104	104	DEM	A	NL	F	Age 26 - 40	4	
GUILFORD	11/03/2020	voter	H12	H12	DEM	W	UN	F	Age 41 - 65	6	
PITT	11/03/2020	voter	1510B	1510B	REP	U	UN	F	Age Over 66	2	
WAKE	11/03/2020	voter	01-41	01-41	REP	W	UN	M	Age 41 - 65	4	
CALDWELL	11/03/2020	voter	PR30	PR09	DEM	O	NL	M	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	118	118	DEM	B	NL	U	Age 41 - 65	2	
CUMBERLAND	11/03/2020	voter	CC27	CC27	DEM	O	UN	M	Age 26 - 40	3	
MECKLENBURG	11/03/2020	voter	096	096	UNA	O	NL	M	Age 26 - 40	1	
LENOIR	11/03/2020	voter	SH	SH	REP	W	NL	F	Age Over 66	23	
DURHAM	11/03/2020	voter	53-2	53-2	UNA	M	NL	F	Age 26 - 40	5	
SAMPSON	11/03/2020	voter	ROSE	ROSE	UNA	W	UN	F	Age 41 - 65	8	
LEE	11/03/2020	voter	D2	D	DEM	W	UN	F	Age 26 - 40	8	
CHATHAM	11/03/2020	voter	75	75	DEM	B	HL	F	Age 41 - 65	1	
HAYWOOD	11/03/2020	voter	BE-4	BE-4	DEM	B	NL	F	Age 41 - 65	2	
BRUNSWICK	11/03/2020	voter	03	03	REP	M	NL	F	Age 41 - 65	1	
MADISON	11/03/2020	voter	SOUTH	SOUTH	DEM	W	NL	M	Age Over 66	45	
FORSYTH	11/03/2020	voter	605	605	UNA	B	HL	M	Age 26 - 40	2	
WAKE	11/03/2020	voter	01-13	01-13	DEM	U	HL	F	Age 18 - 25	1	
DURHAM	11/03/2020	voter	39	39	UNA	A	NL	F	Age 26 - 40	6	
ROBESON	11/03/2020	voter	32A	31	UNA	O	NL	F	Age 18 - 25	3	
WAKE	11/03/2020	voter	10-01	10-01	UNA	U	UN	F	Age 26 - 40	3	
WAKE	11/03/2020	voter	01-49	01-49	UNA	O	NL	F	Age 26 - 40	6	
CABARRUS	11/03/2020	voter	02-08	02-08	REP	W	HL	F	Age 18 - 25	3	
ALAMANCE	11/03/2020	voter	03C	03C	UNA	O	UN	F	Age 26 - 40	1	
GUILFORD	11/03/2020	voter	MON3	MON3	UNA	O	HL	M	Age 26 - 40	1	
DURHAM	11/03/2020	voter	39	39	DEM	U	NL	M	Age Over 66	3	
MECKLENBURG	11/03/2020	voter	052	052	DEM	B	UN	F	Age 41 - 65	110	
CHATHAM	11/03/2020	voter	85	85	LIB	W	NL	M	Age 41 - 65	1	
MOORE	11/03/2020	voter	CAR	CAR	DEM	M	HL	F	Age 18 - 25	1	
ORANGE	11/03/2020	voter	PA	PA	UNA	A	NL	F	Age 41 - 65	9	
GASTON	11/03/2020	voter	41	41	REP	W	UN	U	Age Over 66	3	
CABARRUS	11/03/2020	voter	01-02	01-02	UNA	I	UN	F	Age 18 - 25	1	
DURHAM	11/03/2020	voter	22	22	DEM	U	HL	M	Age Over 66	3	
FORSYTH	11/03/2020	voter	051	051	UNA	O	NL	M	Age 26 - 40	5	
PITT	11/03/2020	voter	1403A1	1403A	REP	U	NL	M	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	150	150	REP	U	NL	M	Age 41 - 65	1	
BUNCOMBE	11/03/2020	voter	14.3	105.1	REP	W	UN	M	Age 18 - 25	4	
DUPLIN	11/03/2020	voter	WOLF	WOLF	LIB	W	NL	M	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	226	226	UNA	W	HL	F	Age 41 - 65	6	
MECKLENBURG	11/03/2020	voter	024	024	UNA	A	NL	F	Age 18 - 25	1	
DUPLIN	11/03/2020	voter	KENA	KENA	UNA	W	NL	M	Age 18 - 25	17	
CUMBERLAND	11/03/2020	voter	SL78-3	G11	DEM	I	NL	M	Age 18 - 25	2	
WAYNE	11/03/2020	voter	24	24	REP	I	UN	M	Age 41 - 65	1	
CUMBERLAND	11/03/2020	voter	G1A	G1	REP	W	NL	F	Age 41 - 65	53	
DAVIE	11/03/2020	voter	10	10	UNA	W	NL	M	Age 18 - 25	43	
MECKLENBURG	11/03/2020	voter	020	020	LIB	W	NL	F	Age 41 - 65	1	
MARTIN	11/03/2020	voter	W1	W1	REP	W	UN	M	Age Over 66	5	
FORSYTH	11/03/2020	voter	901	901	DEM	W	UN	F	Age 26 - 40	9	
CARTERET	11/03/2020	voter	BFT1	BFT1	DEM	W	NL	U	Age 41 - 65	2	
CUMBERLAND	11/03/2020	voter	CC12	CC12	DEM	W	NL	F	Age Over 66	98	
GUILFORD	11/03/2020	voter	H10	H10	DEM	W	UN	M	Age 26 - 40	1	
WILSON	11/03/2020	voter	PRWE	PRWE	UNA	O	HL	M	Age 18 - 25	3	
WAKE	11/03/2020	voter	17-09	17-09	LIB	B	NL	M	Age 26 - 40	2	
MADISON	11/03/2020	voter	MARS H	MARS-H	DEM	W	UN	U	Age Over 66	3	
HOKE	11/03/2020	voter	15	06	REP	U	NL	M	Age 26 - 40	5	
CHATHAM	11/03/2020	voter	PIT113	PIT113	REP	U	UN	F	Age 26 - 40	1	
GUILFORD	11/03/2020	voter	GIB	GIB	LIB	W	NL	M	Age 26 - 40	4	
WAKE	11/03/2020	voter	01-46	01-46	REP	W	NL	F	Age Over 66	22	
CABARRUS	11/03/2020	voter	04-13	04-10	REP	O	NL	F	Age Over 66	1	
MOORE	11/03/2020	voter	NSP	NSP	UNA	U	UN	U	Age 26 - 40	43	
GASTON	11/03/2020	voter	15	15	REP	M	UN	F	Age 18 - 25	1	
WAKE	11/03/2020	voter	01-06	01-06	DEM	W	UN	F	Age 26 - 40	33	
WAKE	11/03/2020	voter	20-03	20-03	DEM	B	HL	F	Age 26 - 40	1	
DURHAM	11/03/2020	voter	55-11	55	GRE	W	UN	M	Age 26 - 40	1	
CHATHAM	11/03/2020	voter	18	18	UNA	B	NL	F	Age 18 - 25	6	
CALDWELL	11/03/2020	voter	PR30	PR12	UNA	U	NL	F	Age 18 - 25	2	
MECKLENBURG	11/03/2020	voter	113	113	DEM	A	UN	F	Age 26 - 40	2	
PERSON	11/03/2020	voter	SWST	BFRK	UNA	B	NL	F	Age 18 - 25	1	
DARE	11/03/2020	voter	FRCO	FRCO	DEM	W	UN	F	Age 26 - 40	4	
JOHNSTON	11/03/2020	voter	PR29A	PR29A	DEM	O	NL	F	Age 18 - 25	2	
GUILFORD	11/03/2020	voter	G50	G50	REP	U	UN	U	Age 41 - 65	3	
CRAVEN	11/03/2020	voter	03	03	DEM	W	UN	M	Age 18 - 25	2	
CABARRUS	11/03/2020	voter	02-05	02-05	UNA	I	NL	F	Age 41 - 65	2	
CABARRUS	11/03/2020	voter	04-01	04-01	UNA	B	NL	F	Age 41 - 65	22	
HENDERSON	11/03/2020	voter	SE	SE	UNA	U	UN	F	Age 41 - 65	3	
AVERY	11/03/2020	voter	18	18	DEM	W	NL	M	Age 26 - 40	2	
NASH	11/03/2020	voter	P21A	0031	REP	O	UN	M	Age Over 66	1	
SURRY	11/03/2020	voter	12	12	REP	U	UN	F	Age 26 - 40	2	
MECKLENBURG	11/03/2020	voter	082	082	DEM	U	NL	F	Age 26 - 40	3	
MECKLENBURG	11/03/2020	voter	226	226	REP	W	HL	M	Age 18 - 25	3	
ROWAN	11/03/2020	voter	17	17	REP	U	UN	U	Age 18 - 25	13	
BURKE	11/03/2020	voter	0001	0001	UNA	O	UN	M	Age 18 - 25	1	
PITT	11/03/2020	voter	0401	0401	DEM	W	NL	M	Age Over 66	31	
HAYWOOD	11/03/2020	voter	BE-3	BE-3	DEM	B	NL	F	Age 41 - 65	1	
JACKSON	11/03/2020	voter	CUL	CUL	DEM	B	NL	F	Age 18 - 25	90	
BUNCOMBE	11/03/2020	voter	54.2	101.1	LIB	W	NL	F	Age 41 - 65	4	
GUILFORD	11/03/2020	voter	JAM4	JAM4	LIB	W	NL	M	Age 41 - 65	1	
HALIFAX	11/03/2020	voter	LIT	LIT-1	REP	M	NL	F	Age 26 - 40	1	
SURRY	11/03/2020	voter	25	25	DEM	W	HL	M	Age 26 - 40	1	
ONSLOW	11/03/2020	voter	BM08	BM08	REP	U	UN	F	Age Over 66	3	
CASWELL	11/03/2020	voter	YANC	YAN2	DEM	U	HL	F	Age 41 - 65	1	
LINCOLN	11/03/2020	voter	DW28	PC22	REP	W	NL	M	Age Over 66	1	
COLUMBUS	11/03/2020	voter	P01A	P01	DEM	I	UN	F	Age 18 - 25	1	
WILKES	11/03/2020	voter	109	109	UNA	W	NL	F	Age 26 - 40	19	
BRUNSWICK	11/03/2020	voter	17	17	DEM	W	HL	M	Age 26 - 40	1	
WAKE	11/03/2020	voter	04-07	04-07	UNA	U	HL	M	Age 26 - 40	1	
WILSON	11/03/2020	voter	PRWP	PRWP	REP	O	NL	M	Age 26 - 40	1	
PITT	11/03/2020	voter	1403B	1403B	UNA	U	UN	M	Age Over 66	4	
MECKLENBURG	11/03/2020	voter	022	022	REP	M	HL	M	Age 26 - 40	2	
WAKE	11/03/2020	voter	20-09	20-09	DEM	U	HL	F	Age 41 - 65	1	
ORANGE	11/03/2020	voter	HF	HF	DEM	O	HL	F	Age 18 - 25	3	
HALIFAX	11/03/2020	voter	WEL 3	WEL-3	UNA	B	NL	M	Age Over 66	5	
MECKLENBURG	11/03/2020	voter	104	104	UNA	B	UN	M	Age 18 - 25	6	
CRAVEN	11/03/2020	voter	16	16	UNA	W	NL	U	Age 26 - 40	2	
WAKE	11/03/2020	voter	04-16	04-16	DEM	W	HL	F	Age 18 - 25	1	
DURHAM	11/03/2020	voter	20	20	REP	W	NL	F	Age 26 - 40	7	
HENDERSON	11/03/2020	voter	BC	BC	UNA	U	UN	U	Age Over 66	2	
STANLY	11/03/2020	voter	0018	0018	UNA	B	UN	M	Age 18 - 25	1	
DARE	11/03/2020	voter	KDH	KDH	DEM	I	UN	F	Age 41 - 65	1	
IREDELL	11/03/2020	voter	BA	BA	DEM	W	NL	F	Age Over 66	111	
GASTON	11/03/2020	voter	19	19	DEM	B	UN	F	Age 18 - 25	11	
MCDOWELL	11/03/2020	voter	NEBO	NEBO	UNA	B	UN	M	Age Over 66	1	
ASHE	11/03/2020	voter	11	11	DEM	B	UN	M	Age 41 - 65	1	
BURKE	11/03/2020	voter	0051	0051	DEM	A	NL	M	Age 41 - 65	1	
BUNCOMBE	11/03/2020	voter	13.1	13.1	UNA	U	UN	F	Age 26 - 40	11	
MECKLENBURG	11/03/2020	voter	123	123	DEM	B	HL	F	Age 18 - 25	1	
PENDER	11/03/2020	voter	CT03	CT03	DEM	W	NL	F	Age 41 - 65	8	
PERSON	11/03/2020	voter	SWST	BFRK	UNA	U	UN	F	Age 26 - 40	1	
STANLY	11/03/2020	voter	0010	0010	UNA	A	NL	M	Age 41 - 65	1	
HOKE	11/03/2020	voter	15	06	UNA	O	NL	M	Age 41 - 65	4	
FORSYTH	11/03/2020	voter	034	034	UNA	B	NL	F	Age 26 - 40	9	
CUMBERLAND	11/03/2020	voter	G10A	G10	REP	O	UN	F	Age 18 - 25	1	
GASTON	11/03/2020	voter	45	45	DEM	U	NL	F	Age Over 66	2	
NEW HANOVER	11/03/2020	voter	CF06	CF03	REP	W	UN	F	Age Over 66	18	
DAVIDSON	11/03/2020	voter	54	54	REP	W	UN	M	Age 41 - 65	43	
MECKLENBURG	11/03/2020	voter	218	218	UNA	U	UN	M	Age 18 - 25	3	
MOORE	11/03/2020	voter	LTR	LTR	CST	W	NL	M	Age 26 - 40	2	
MECKLENBURG	11/03/2020	voter	115	115	DEM	A	NL	M	Age 18 - 25	1	
CUMBERLAND	11/03/2020	voter	CC34	CC34	DEM	B	NL	F	Age 26 - 40	32	
CLEVELAND	11/03/2020	voter	BR	BSPGS	UNA	U	NL	F	Age 41 - 65	1	
MCDOWELL	11/03/2020	voter	FORT 2	FORT-2	DEM	B	NL	M	Age Over 66	5	
GRANVILLE	11/03/2020	voter	CRDL	CRDL	REP	B	NL	M	Age Over 66	1	
WAKE	11/03/2020	voter	01-23	01-23	UNA	W	UN	F	Age 18 - 25	68	
CUMBERLAND	11/03/2020	voter	CL57-2	CL57	UNA	W	NL	F	Age 18 - 25	17	
ROCKINGHAM	11/03/2020	voter	WS	AV	DEM	W	NL	M	Age 41 - 65	121	
GUILFORD	11/03/2020	voter	G73	G73	UNA	B	UN	M	Age 26 - 40	10	
WAKE	11/03/2020	voter	18-05	18-05	UNA	U	UN	M	Age Over 66	1	
WAKE	11/03/2020	voter	17-07	17-07	UNA	B	HL	M	Age 41 - 65	1	
JOHNSTON	11/03/2020	voter	PR33	PR33	UNA	O	UN	M	Age 41 - 65	1	
ALAMANCE	11/03/2020	voter	07	07	UNA	W	NL	F	Age 41 - 65	145	
GUILFORD	11/03/2020	voter	NDRI	NDRI	LIB	W	NL	F	Age 18 - 25	1	
GUILFORD	11/03/2020	voter	G64	G64	UNA	O	NL	F	Age 41 - 65	2	
CABARRUS	11/03/2020	voter	04-11	04-05	DEM	B	NL	F	Age 26 - 40	42	
DAVIE	11/03/2020	voter	07	07	DEM	B	UN	M	Age Over 66	2	
CABARRUS	11/03/2020	voter	12-04	12-04	DEM	U	NL	F	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	140	140	DEM	O	HL	F	Age Over 66	2	
WAKE	11/03/2020	voter	15-04	15-04	UNA	B	NL	F	Age 18 - 25	6	
JOHNSTON	11/03/2020	voter	PR29B	PR29B	UNA	A	UN	M	Age 18 - 25	2	
RUTHERFORD	11/03/2020	voter	28	28	UNA	W	NL	F	Age Over 66	43	
MECKLENBURG	11/03/2020	voter	077	077	UNA	A	NL	M	Age 18 - 25	1	
DAVIDSON	11/03/2020	voter	74	74	DEM	U	HL	F	Age 26 - 40	1	
FORSYTH	11/03/2020	voter	709	709	DEM	U	NL	U	Age Over 66	1	
CRAVEN	11/03/2020	voter	CFB8	08	UNA	W	UN	F	Age 18 - 25	5	
DAVIDSON	11/03/2020	voter	58	58	DEM	W	UN	U	Age 26 - 40	1	
MOORE	11/03/2020	voter	PHA1	PHA	DEM	U	UN	M	Age Over 66	1	
BLADEN	11/03/2020	voter	P25	P25	UNA	U	UN	M	Age Over 66	2	
CUMBERLAND	11/03/2020	voter	CC14	CC14	DEM	B	NL	M	Age Over 66	12	
HOKE	11/03/2020	voter	13	13	UNA	I	NL	F	Age Over 66	2	
WAKE	11/03/2020	voter	19-14	19-06	REP	O	NL	F	Age 41 - 65	4	
CUMBERLAND	11/03/2020	voter	G11B	G11	UNA	A	UN	U	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	125	125	UNA	U	UN	F	Age Over 66	1	
GUILFORD	11/03/2020	voter	G14	G14	UNA	W	UN	F	Age 18 - 25	1	
WAYNE	11/03/2020	voter	18	18	UNA	B	UN	M	Age Over 66	6	
MECKLENBURG	11/03/2020	voter	031	031	LIB	W	NL	M	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	047	047	DEM	W	NL	F	Age 26 - 40	87	
FRANKLIN	11/03/2020	voter	16	16	UNA	A	NL	F	Age 26 - 40	1	
PITT	11/03/2020	voter	1506	1506	DEM	U	UN	F	Age 18 - 25	6	
ONSLOW	11/03/2020	voter	WN04	WN04	REP	W	NL	F	Age Over 66	205	
MECKLENBURG	11/03/2020	voter	016	016	DEM	I	NL	F	Age 41 - 65	1	
WAKE	11/03/2020	voter	12-07	12-07	UNA	W	NL	M	Age 26 - 40	99	
MECKLENBURG	11/03/2020	voter	079	079	DEM	O	NL	F	Age 41 - 65	3	
UNION	11/03/2020	voter	005	005	DEM	W	UN	F	Age Over 66	8	
SWAIN	11/03/2020	voter	BC1	BC1	REP	U	UN	M	Age 18 - 25	3	
CHATHAM	11/03/2020	voter	42	42	LIB	M	UN	M	Age 41 - 65	1	
ORANGE	11/03/2020	voter	CW	CW	UNA	W	NL	M	Age Over 66	67	
WILSON	11/03/2020	voter	PRWC	PRWC	DEM	B	UN	M	Age 26 - 40	46	
MECKLENBURG	11/03/2020	voter	219	219	UNA	O	HL	F	Age 26 - 40	2	
LINCOLN	11/03/2020	voter	TA37	TR30	UNA	W	UN	U	Age 18 - 25	1	
CUMBERLAND	11/03/2020	voter	G6B	G6	REP	O	NL	F	Age 41 - 65	2	
GUILFORD	11/03/2020	voter	JAM5	JAM5	REP	I	NL	M	Age Over 66	1	
BEAUFORT	11/03/2020	voter	OLDF	OLDF	DEM	B	NL	F	Age Over 66	55	
MECKLENBURG	11/03/2020	voter	120	120	DEM	M	UN	F	Age 26 - 40	3	
WAKE	11/03/2020	voter	14-02	14-02	UNA	W	HL	M	Age Over 66	1	
FORSYTH	11/03/2020	voter	404	404	DEM	M	NL	F	Age 41 - 65	1	
YANCEY	11/03/2020	voter	10 PEN	10-PEN	REP	U	UN	U	Age 26 - 40	3	
WAKE	11/03/2020	voter	18-03	18-03	REP	M	NL	M	Age 26 - 40	1	
RUTHERFORD	11/03/2020	voter	11	11	UNA	U	UN	M	Age 18 - 25	3	
MECKLENBURG	11/03/2020	voter	203	203	REP	U	UN	F	Age 26 - 40	1	
CABARRUS	11/03/2020	voter	02-02	02-02	DEM	U	UN	F	Age Over 66	2	
DURHAM	11/03/2020	voter	29	29	UNA	W	UN	U	Age 26 - 40	5	
BRUNSWICK	11/03/2020	voter	10B	10	REP	W	NL	M	Age 41 - 65	246	
FORSYTH	11/03/2020	voter	082	082	DEM	B	NL	M	Age 41 - 65	196	
EDGECOMBE	11/03/2020	voter	0101	0101	DEM	B	UN	M	Age 26 - 40	65	
CUMBERLAND	11/03/2020	voter	CC21	CC21	DEM	B	UN	M	Age 41 - 65	62	
MECKLENBURG	11/03/2020	voter	205	205	REP	U	UN	F	Age Over 66	1	
WAKE	11/03/2020	voter	01-33	01-33	UNA	O	NL	M	Age 41 - 65	5	
CALDWELL	11/03/2020	voter	PR30	PR12	UNA	O	NL	F	Age 26 - 40	3	
JOHNSTON	11/03/2020	voter	PR10A	PR10	DEM	W	UN	F	Age 18 - 25	7	
MECKLENBURG	11/03/2020	voter	231	231	REP	A	NL	F	Age 26 - 40	3	
FORSYTH	11/03/2020	voter	132	132	UNA	B	NL	M	Age 41 - 65	28	
MECKLENBURG	11/03/2020	voter	229	229	LIB	W	UN	M	Age 26 - 40	3	
CABARRUS	11/03/2020	voter	03-00	03-00	REP	W	UN	F	Age Over 66	34	
CALDWELL	11/03/2020	voter	PR34	PR28	UNA	O	HL	M	Age 26 - 40	1	
JOHNSTON	11/03/2020	voter	PR19	PR19	REP	W	UN	F	Age 41 - 65	28	
GUILFORD	11/03/2020	voter	G51	G51	UNA	B	NL	F	Age 18 - 25	15	
GASTON	11/03/2020	voter	14	14	REP	U	NL	F	Age 26 - 40	1	
DURHAM	11/03/2020	voter	18	18	DEM	U	UN	M	Age 41 - 65	7	
NEW HANOVER	11/03/2020	voter	H11	H07	UNA	U	UN	U	Age 41 - 65	83	
RUTHERFORD	11/03/2020	voter	13	13	REP	I	NL	M	Age 26 - 40	1	
GASTON	11/03/2020	voter	28	28	REP	U	UN	M	Age 41 - 65	2	
ROBESON	11/03/2020	voter	05A	05	DEM	O	HL	F	Age 26 - 40	1	
GUILFORD	11/03/2020	voter	G34	G34	REP	W	UN	M	Age 26 - 40	6	
MECKLENBURG	11/03/2020	voter	211	211	UNA	I	NL	F	Age 26 - 40	1	
TRANSYLVANIA	11/03/2020	voter	EF	EF	UNA	B	NL	F	Age Over 66	1	
FORSYTH	11/03/2020	voter	905	905	REP	U	UN	U	Age 26 - 40	7	
BEAUFORT	11/03/2020	voter	PSJW3	PSJW3	DEM	U	UN	M	Age 41 - 65	2	
WILSON	11/03/2020	voter	PRWE	PRWE	DEM	M	UN	F	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	046	046	UNA	B	UN	M	Age 26 - 40	21	
GUILFORD	11/03/2020	voter	G56	G56	DEM	W	UN	F	Age 26 - 40	1	
BURKE	11/03/2020	voter	0013	0013	DEM	B	UN	F	Age Over 66	1	
CUMBERLAND	11/03/2020	voter	G2E-1	G2	UNA	B	NL	F	Age 41 - 65	30	
PITT	11/03/2020	voter	1509	1509	UNA	M	NL	F	Age 26 - 40	3	
MECKLENBURG	11/03/2020	voter	240	240	UNA	U	UN	M	Age Over 66	3	
SCOTLAND	11/03/2020	voter	07	07	DEM	W	NL	M	Age 26 - 40	14	
WILKES	11/03/2020	voter	115A	115A	UNA	O	UN	M	Age 26 - 40	1	
CUMBERLAND	11/03/2020	voter	CC34	CC34	REP	W	UN	U	Age Over 66	1	
MECKLENBURG	11/03/2020	voter	058	058	DEM	B	NL	M	Age Over 66	5	
ROWAN	11/03/2020	voter	40	40	UNA	W	NL	F	Age 26 - 40	59	
GUILFORD	11/03/2020	voter	FR5A	FR5	DEM	W	UN	M	Age 41 - 65	5	
DURHAM	11/03/2020	voter	02	02	UNA	W	HL	M	Age 41 - 65	3	
HAYWOOD	11/03/2020	voter	BE-1	BE-1	DEM	U	UN	U	Age 26 - 40	2	
GASTON	11/03/2020	voter	45	45	DEM	B	HL	F	Age 41 - 65	1	
FORSYTH	11/03/2020	voter	707	707	UNA	W	UN	F	Age 41 - 65	9	
GUILFORD	11/03/2020	voter	H03	H03	UNA	A	NL	M	Age 26 - 40	8	
RANDOLPH	11/03/2020	voter	AN	09	DEM	O	HL	M	Age Over 66	1	
NEW HANOVER	11/03/2020	voter	W27	W27	UNA	W	NL	M	Age 41 - 65	150	
DAVIDSON	11/03/2020	voter	40	40	DEM	W	UN	M	Age 18 - 25	2	
JOHNSTON	11/03/2020	voter	PR11A	PR11A	DEM	B	UN	U	Age 41 - 65	2	
CATAWBA	11/03/2020	voter	19	19	DEM	B	UN	M	Age Over 66	6	
FORSYTH	11/03/2020	voter	205	205	REP	B	UN	F	Age 41 - 65	2	
MECKLENBURG	11/03/2020	voter	060	060	REP	B	UN	F	Age 26 - 40	1	
FORSYTH	11/03/2020	voter	605	605	UNA	U	UN	F	Age Over 66	1	
CATAWBA	11/03/2020	voter	32	32	UNA	I	NL	M	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	227	227	LIB	W	NL	F	Age 41 - 65	7	
PASQUOTANK	11/03/2020	voter	NORTH	2-B	DEM	U	UN	U	Age 26 - 40	4	
MECKLENBURG	11/03/2020	voter	098	098	REP	U	NL	M	Age 26 - 40	1	
RANDOLPH	11/03/2020	voter	LC	22	DEM	U	UN	F	Age 18 - 25	1	
DURHAM	11/03/2020	voter	24	24	DEM	W	NL	F	Age 26 - 40	105	
MECKLENBURG	11/03/2020	voter	058	058	UNA	B	NL	M	Age 18 - 25	7	
CRAVEN	11/03/2020	voter	23	23	DEM	W	HL	M	Age 41 - 65	1	
FORSYTH	11/03/2020	voter	122	122	REP	W	HL	F	Age 41 - 65	1	
CATAWBA	11/03/2020	voter	12	12	UNA	B	UN	F	Age 18 - 25	3	
FRANKLIN	11/03/2020	voter	12	12	DEM	M	HL	F	Age 18 - 25	1	
IREDELL	11/03/2020	voter	ST5	ST5	UNA	U	UN	M	Age 26 - 40	1	
COLUMBUS	11/03/2020	voter	P07	P07	UNA	B	NL	M	Age 41 - 65	35	
BRUNSWICK	11/03/2020	voter	10B	10	REP	W	UN	M	Age Over 66	242	
ROWAN	11/03/2020	voter	26	26	DEM	W	NL	M	Age 26 - 40	8	
COLUMBUS	11/03/2020	voter	P04	P04	UNA	W	UN	M	Age 26 - 40	4	
YADKIN	11/03/2020	voter	NKNB	NKNB	DEM	O	HL	M	Age 41 - 65	2	
POLK	11/03/2020	voter	CL07	CL07	DEM	U	UN	U	Age 41 - 65	6	
SAMPSON	11/03/2020	voter	KFRK	KFRK	LIB	W	NL	M	Age 41 - 65	2	
BUNCOMBE	11/03/2020	voter	52.1	52.1	REP	U	UN	F	Age 41 - 65	8	
MECKLENBURG	11/03/2020	voter	145	145	DEM	W	HL	F	Age 26 - 40	4	
CUMBERLAND	11/03/2020	voter	G2E-1	G2	UNA	I	UN	U	Age 18 - 25	1	
MCDOWELL	11/03/2020	voter	WEST M	WEST-M	REP	O	NL	F	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	085	085	REP	A	UN	M	Age 41 - 65	1	
GASTON	11/03/2020	voter	43	43	REP	M	NL	M	Age 41 - 65	1	
BUNCOMBE	11/03/2020	voter	53.1	53.1	REP	U	UN	M	Age 26 - 40	3	
JOHNSTON	11/03/2020	voter	PR12A	PR12	UNA	U	NL	F	Age 18 - 25	1	
CALDWELL	11/03/2020	voter	PR31	PR19	UNA	O	NL	M	Age 41 - 65	1	
ONSLOW	11/03/2020	voter	BM08	BM08	UNA	M	HL	M	Age 26 - 40	1	
WAKE	11/03/2020	voter	01-06	01-06	LIB	W	UN	M	Age 41 - 65	1	
WILSON	11/03/2020	voter	PRWI	PRWI	DEM	U	UN	M	Age 41 - 65	2	
CUMBERLAND	11/03/2020	voter	G2C-2	G2	REP	W	NL	M	Age 41 - 65	119	
HARNETT	11/03/2020	voter	PR32	PR27	DEM	U	UN	F	Age 26 - 40	1	
WAKE	11/03/2020	voter	11-02	11-02	DEM	W	UN	U	Age Over 66	4	
ROWAN	11/03/2020	voter	08	08	REP	U	UN	M	Age Over 66	1	
JOHNSTON	11/03/2020	voter	PR13	PR13	DEM	I	NL	M	Age 41 - 65	1	
ALAMANCE	11/03/2020	voter	035	035	DEM	O	NL	M	Age 41 - 65	3	
MECKLENBURG	11/03/2020	voter	069	069	UNA	U	HL	F	Age 26 - 40	3	
ALEXANDER	11/03/2020	voter	E	E	DEM	W	NL	F	Age 18 - 25	5	
WAYNE	11/03/2020	voter	2530	25	REP	W	UN	M	Age 18 - 25	10	
MECKLENBURG	11/03/2020	voter	106	106	REP	W	NL	F	Age 41 - 65	105	
LENOIR	11/03/2020	voter	K5	K5	DEM	O	HL	F	Age 26 - 40	1	
